battingteam,bowlingteam,matchid,batsmanname,0
Rajasthan Royals,Punjab Kings,1254111,CH Morris,100.0
Rajasthan Royals,Punjab Kings,1254111,Chetan Sakariya,116.66666666666667
Rajasthan Royals,Punjab Kings,1254111,Evin Lewis,176.19047619047618
Rajasthan Royals,Punjab Kings,1254111,K Tyagi,66.66666666666666
Rajasthan Royals,Punjab Kings,1254111,Liam Livingstone,164.70588235294116
Rajasthan Royals,Punjab Kings,1254111,MK Lomror,244.44444444444446
Rajasthan Royals,Punjab Kings,1254111,R Parag,80.0
Rajasthan Royals,Punjab Kings,1254111,R Tewatia,50.0
Rajasthan Royals,Punjab Kings,1254111,SV Samson,80.0
Rajasthan Royals,Punjab Kings,1254111,Yashasvi Jaiswal,141.66666666666669
Rajasthan Royals,Royal Challengers Bangalore,1254073,CH Morris,144.44444444444443
Rajasthan Royals,Royal Challengers Bangalore,1254073,Chetan Sakariya,0.0
Rajasthan Royals,Royal Challengers Bangalore,1254073,DA Miller,0.0
Rajasthan Royals,Royal Challengers Bangalore,1254073,JC Buttler,100.0
Rajasthan Royals,Royal Challengers Bangalore,1254073,M Vohra,77.77777777777779
Rajasthan Royals,Royal Challengers Bangalore,1254073,R Parag,156.25
Rajasthan Royals,Royal Challengers Bangalore,1254073,R Tewatia,182.6086956521739
Rajasthan Royals,Royal Challengers Bangalore,1254073,S Dube,165.625
Rajasthan Royals,Royal Challengers Bangalore,1254073,S Gopal,175.0
Rajasthan Royals,Royal Challengers Bangalore,1254073,SV Samson,122.22222222222223
Rajasthan Royals,Royal Challengers Bangalore,1254103,CH Morris,136.36363636363635
Rajasthan Royals,Royal Challengers Bangalore,1254103,Chetan Sakariya,100.0
Rajasthan Royals,Royal Challengers Bangalore,1254103,Evin Lewis,155.26315789473685
Rajasthan Royals,Royal Challengers Bangalore,1254103,K Tyagi,100.0
Rajasthan Royals,Royal Challengers Bangalore,1254103,Liam Livingstone,77.77777777777779
Rajasthan Royals,Royal Challengers Bangalore,1254103,MK Lomror,80.0
Rajasthan Royals,Royal Challengers Bangalore,1254103,R Parag,56.25
Rajasthan Royals,Royal Challengers Bangalore,1254103,R Tewatia,66.66666666666666
Rajasthan Royals,Royal Challengers Bangalore,1254103,SV Samson,126.66666666666666
Rajasthan Royals,Royal Challengers Bangalore,1254103,Yashasvi Jaiswal,140.9090909090909
Rajasthan Royals,Sunrisers Hyderabad,1254085,DA Miller,233.33333333333334
Rajasthan Royals,Sunrisers Hyderabad,1254085,JC Buttler,201.53846153846155
Rajasthan Royals,Sunrisers Hyderabad,1254085,R Parag,187.5
Rajasthan Royals,Sunrisers Hyderabad,1254085,SV Samson,150.0
Rajasthan Royals,Sunrisers Hyderabad,1254085,Yashasvi Jaiswal,123.07692307692308
Rajasthan Royals,Sunrisers Hyderabad,1254100,Evin Lewis,150.0
Rajasthan Royals,Sunrisers Hyderabad,1254100,Liam Livingstone,66.66666666666666
Rajasthan Royals,Sunrisers Hyderabad,1254100,MK Lomror,106.89655172413792
Rajasthan Royals,Sunrisers Hyderabad,1254100,R Parag,0.0
Rajasthan Royals,Sunrisers Hyderabad,1254100,R Tewatia,100.0
Rajasthan Royals,Sunrisers Hyderabad,1254100,SV Samson,148.27586206896552
Rajasthan Royals,Sunrisers Hyderabad,1254100,Yashasvi Jaiswal,156.52173913043478
Royal Challengers Bangalore,Chennai Super Kings,1254076,AB de Villiers,44.44444444444444
Royal Challengers Bangalore,Chennai Super Kings,1254076,Dan Christian,33.33333333333333
Royal Challengers Bangalore,Chennai Super Kings,1254076,Devdutt Padikkal,225.0
Royal Challengers Bangalore,Chennai Super Kings,1254076,GJ Maxwell,146.66666666666666
Royal Challengers Bangalore,Chennai Super Kings,1254076,HV Patel,12.5
Royal Challengers Bangalore,Chennai Super Kings,1254076,Kyle Jamieson,123.07692307692308
Royal Challengers Bangalore,Chennai Super Kings,1254076,M Siraj,85.71428571428571
Royal Challengers Bangalore,Chennai Super Kings,1254076,NA Saini,60.0
Royal Challengers Bangalore,Chennai Super Kings,1254076,V Kohli,125.0
Royal Challengers Bangalore,Chennai Super Kings,1254076,Washington Sundar,81.81818181818183
Royal Challengers Bangalore,Chennai Super Kings,1254076,YS Chahal,38.095238095238095
Royal Challengers Bangalore,Chennai Super Kings,1254113,AB de Villiers,118.18181818181819
Royal Challengers Bangalore,Chennai Super Kings,1254113,Devdutt Padikkal,143.13725490196077
Royal Challengers Bangalore,Chennai Super Kings,1254113,GJ Maxwell,122.22222222222223
Royal Challengers Bangalore,Chennai Super Kings,1254113,HV Patel,60.0
Royal Challengers Bangalore,Chennai Super Kings,1254113,Tim David,33.33333333333333
Royal Challengers Bangalore,Chennai Super Kings,1254113,V Kohli,131.70731707317074
Royal Challengers Bangalore,Chennai Super Kings,1254113,Wanindu Hasaranga de Silva,100.0
Royal Challengers Bangalore,Delhi Capitals,1254079,AB de Villiers,176.74418604651163
Royal Challengers Bangalore,Delhi Capitals,1254079,D Sams,150.0
Royal Challengers Bangalore,Delhi Capitals,1254079,Devdutt Padikkal,121.42857142857142
Royal Challengers Bangalore,Delhi Capitals,1254079,GJ Maxwell,125.0
Royal Challengers Bangalore,Delhi Capitals,1254079,Rajat Patidar,140.9090909090909
Royal Challengers Bangalore,Delhi Capitals,1254079,V Kohli,118.18181818181819
Royal Challengers Bangalore,Delhi Capitals,1254079,Washington Sundar,66.66666666666666
Royal Challengers Bangalore,Kolkata Knight Riders,1254067,AB de Villiers,229.41176470588235
Royal Challengers Bangalore,Kolkata Knight Riders,1254067,Devdutt Padikkal,96.42857142857143
Royal Challengers Bangalore,Kolkata Knight Riders,1254067,GJ Maxwell,162.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254067,Kyle Jamieson,275.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254067,Rajat Patidar,50.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254067,V Kohli,120.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,AB de Villiers,0.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Devdutt Padikkal,110.00000000000001
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,GJ Maxwell,58.82352941176471
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,HV Patel,120.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Kyle Jamieson,41.66666666666667
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,M Siraj,80.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Sachin Baby,47.05882352941176
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Srikar Bharat,105.88235294117648
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,V Kohli,120.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Wanindu Hasaranga de Silva,0.0
Royal Challengers Bangalore,Kolkata Knight Riders,1254087,YS Chahal,50.0
Royal Challengers Bangalore,Mumbai Indians,1254058,AB de Villiers,177.77777777777777
Royal Challengers Bangalore,Mumbai Indians,1254058,Dan Christian,33.33333333333333
Royal Challengers Bangalore,Mumbai Indians,1254058,GJ Maxwell,141.3793103448276
Royal Challengers Bangalore,Mumbai Indians,1254058,HV Patel,133.33333333333331
Royal Challengers Bangalore,Mumbai Indians,1254058,Kyle Jamieson,100.0
Royal Challengers Bangalore,Mumbai Indians,1254058,M Siraj,100.0
Royal Challengers Bangalore,Mumbai Indians,1254058,Rajat Patidar,112.5
Royal Challengers Bangalore,Mumbai Indians,1254058,S Ahmed,66.66666666666666
Royal Challengers Bangalore,Mumbai Indians,1254058,V Kohli,117.24137931034481
Royal Challengers Bangalore,Mumbai Indians,1254058,Washington Sundar,106.66666666666667
Royal Challengers Bangalore,Mumbai Indians,1254108,AB de Villiers,171.42857142857142
Royal Challengers Bangalore,Mumbai Indians,1254108,Dan Christian,33.33333333333333
Royal Challengers Bangalore,Mumbai Indians,1254108,Devdutt Padikkal,0.0
Royal Challengers Bangalore,Mumbai Indians,1254108,GJ Maxwell,162.16216216216216
Royal Challengers Bangalore,Mumbai Indians,1254108,Kyle Jamieson,100.0
Royal Challengers Bangalore,Mumbai Indians,1254108,S Ahmed,33.33333333333333
Royal Challengers Bangalore,Mumbai Indians,1254108,Srikar Bharat,136.0
Royal Challengers Bangalore,Mumbai Indians,1254108,V Kohli,127.90697674418605
Royal Challengers Bangalore,Punjab Kings,1254083,AB de Villiers,33.33333333333333
Royal Challengers Bangalore,Punjab Kings,1254083,D Sams,75.0
Royal Challengers Bangalore,Punjab Kings,1254083,Devdutt Padikkal,116.66666666666667
Royal Challengers Bangalore,Punjab Kings,1254083,GJ Maxwell,0.0
Royal Challengers Bangalore,Punjab Kings,1254083,HV Patel,238.46153846153845
Royal Challengers Bangalore,Punjab Kings,1254083,Kyle Jamieson,163.63636363636365
Royal Challengers Bangalore,Punjab Kings,1254083,M Siraj,0.0
Royal Challengers Bangalore,Punjab Kings,1254083,Rajat Patidar,115.625
Royal Challengers Bangalore,Punjab Kings,1254083,S Ahmed,81.81818181818183
Royal Challengers Bangalore,Punjab Kings,1254083,V Kohli,108.8235294117647
Royal Challengers Bangalore,Punjab Kings,1254090,AB de Villiers,133.33333333333331
Royal Challengers Bangalore,Punjab Kings,1254090,Dan Christian,0.0
Royal Challengers Bangalore,Punjab Kings,1254090,Devdutt Padikkal,113.1578947368421
Royal Challengers Bangalore,Punjab Kings,1254090,GJ Maxwell,184.84848484848484
Royal Challengers Bangalore,Punjab Kings,1254090,George Garton,0.0
Royal Challengers Bangalore,Punjab Kings,1254090,HV Patel,100.0
Royal Challengers Bangalore,Punjab Kings,1254090,S Ahmed,200.0
Royal Challengers Bangalore,Punjab Kings,1254090,V Kohli,108.0
Royal Challengers Bangalore,Rajasthan Royals,1254073,Devdutt Padikkal,201.85185185185185
Royal Challengers Bangalore,Rajasthan Royals,1254073,V Kohli,153.19148936170214
Royal Challengers Bangalore,Rajasthan Royals,1254103,AB de Villiers,400.0
Royal Challengers Bangalore,Rajasthan Royals,1254103,Devdutt Padikkal,147.36842105263156
Royal Challengers Bangalore,Rajasthan Royals,1254103,GJ Maxwell,167.74193548387098
Royal Challengers Bangalore,Rajasthan Royals,1254103,Srikar Bharat,125.71428571428571
Royal Challengers Bangalore,Rajasthan Royals,1254103,V Kohli,125.0
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,AB de Villiers,20.0
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Dan Christian,50.0
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Devdutt Padikkal,100.0
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,GJ Maxwell,152.38095238095238
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Kyle Jamieson,144.44444444444443
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,S Ahmed,150.0
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,V Kohli,117.24137931034481
Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Washington Sundar,72.72727272727273
Sunrisers Hyderabad,Chennai Super Kings,1254080,DA Warner,107.01754385964912
Sunrisers Hyderabad,Chennai Super Kings,1254080,JM Bairstow,133.33333333333331
Sunrisers Hyderabad,Chennai Super Kings,1254080,KM Jadhav,300.0
Sunrisers Hyderabad,Chennai Super Kings,1254080,KS Williamson,260.0
Sunrisers Hyderabad,Chennai Super Kings,1254080,MK Pandey,139.1304347826087
Sunrisers Hyderabad,Chennai Super Kings,1254091,A Samad,128.57142857142858
Sunrisers Hyderabad,Chennai Super Kings,1254091,Abhishek Sharma,146.15384615384613
Sunrisers Hyderabad,Chennai Super Kings,1254091,JO Holder,100.0
Sunrisers Hyderabad,Chennai Super Kings,1254091,Jason Roy,85.71428571428571
Sunrisers Hyderabad,Chennai Super Kings,1254091,KS Williamson,109.09090909090908
Sunrisers Hyderabad,Chennai Super Kings,1254091,P Garg,72.72727272727273
Sunrisers Hyderabad,Chennai Super Kings,1254091,P Kumar,100.0
Sunrisers Hyderabad,Chennai Super Kings,1254091,Rashid Khan,138.46153846153845
Sunrisers Hyderabad,Chennai Super Kings,1254091,WP Saha,102.22222222222221
Sunrisers Hyderabad,Delhi Capitals,1254077,Abhishek Sharma,100.0
Sunrisers Hyderabad,Delhi Capitals,1254077,DA Warner,75.0
Sunrisers Hyderabad,Delhi Capitals,1254077,J Suchith,266.66666666666663
Sunrisers Hyderabad,Delhi Capitals,1254077,JM Bairstow,211.11111111111111
Sunrisers Hyderabad,Delhi Capitals,1254077,KM Jadhav,100.0
Sunrisers Hyderabad,Delhi Capitals,1254077,KS Williamson,132.0754716981132
Sunrisers Hyderabad,Delhi Capitals,1254077,Rashid Khan,0.0
Sunrisers Hyderabad,Delhi Capitals,1254077,V Pratap Singh,35.714285714285715
Sunrisers Hyderabad,Delhi Capitals,1254077,V Shankar,114.28571428571428
Sunrisers Hyderabad,Delhi Capitals,1254105,A Samad,133.33333333333331
Sunrisers Hyderabad,Delhi Capitals,1254105,DA Warner,0.0
Sunrisers Hyderabad,Delhi Capitals,1254105,JO Holder,122.22222222222223
Sunrisers Hyderabad,Delhi Capitals,1254105,KM Jadhav,37.5
Sunrisers Hyderabad,Delhi Capitals,1254105,KS Williamson,100.0
Sunrisers Hyderabad,Delhi Capitals,1254105,MK Pandey,106.25
Sunrisers Hyderabad,Delhi Capitals,1254105,P Kumar,175.0
Sunrisers Hyderabad,Delhi Capitals,1254105,Rashid Khan,127.77777777777777
Sunrisers Hyderabad,Delhi Capitals,1254105,Sandeep Sharma,100.0
Sunrisers Hyderabad,Delhi Capitals,1254105,WP Saha,111.76470588235294
Sunrisers Hyderabad,Kolkata Knight Riders,1254060,A Samad,237.5
Sunrisers Hyderabad,Kolkata Knight Riders,1254060,DA Warner,75.0
Sunrisers Hyderabad,Kolkata Knight Riders,1254060,JM Bairstow,136.58536585365854
Sunrisers Hyderabad,Kolkata Knight Riders,1254060,M Nabi,154.54545454545453
Sunrisers Hyderabad,Kolkata Knight Riders,1254060,MK Pandey,136.95652173913044
Sunrisers Hyderabad,Kolkata Knight Riders,1254060,V Shankar,171.42857142857142
Sunrisers Hyderabad,Kolkata Knight Riders,1254060,WP Saha,116.66666666666667
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,A Samad,138.88888888888889
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,Abhishek Sharma,60.0
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,JO Holder,44.44444444444444
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,Jason Roy,91.66666666666666
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,KS Williamson,123.80952380952381
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,P Garg,67.74193548387096
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,P Kumar,100.0
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,Rashid Khan,133.33333333333331
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,S Kaul,140.0
Sunrisers Hyderabad,Kolkata Knight Riders,1254109,WP Saha,0.0
Sunrisers Hyderabad,Mumbai Indians,1254066,A Samad,87.5
Sunrisers Hyderabad,Mumbai Indians,1254066,Abhishek Sharma,50.0
Sunrisers Hyderabad,Mumbai Indians,1254066,DA Warner,111.76470588235294
Sunrisers Hyderabad,Mumbai Indians,1254066,JM Bairstow,200.0
Sunrisers Hyderabad,Mumbai Indians,1254066,KK Ahmed,50.0
Sunrisers Hyderabad,Mumbai Indians,1254066,MK Pandey,28.57142857142857
Sunrisers Hyderabad,Mumbai Indians,1254066,Mujeeb Ur Rahman,100.0
Sunrisers Hyderabad,Mumbai Indians,1254066,P Kumar,50.0
Sunrisers Hyderabad,Mumbai Indians,1254066,Rashid Khan,0.0
Sunrisers Hyderabad,Mumbai Indians,1254066,V Pratap Singh,91.66666666666666
Sunrisers Hyderabad,Mumbai Indians,1254066,V Shankar,120.0
Sunrisers Hyderabad,Punjab Kings,1254071,DA Warner,105.26315789473684
Sunrisers Hyderabad,Punjab Kings,1254071,JM Bairstow,112.28070175438596
Sunrisers Hyderabad,Punjab Kings,1254071,KS Williamson,85.0
Sunrisers Hyderabad,Punjab Kings,1254107,A Samad,50.0
Sunrisers Hyderabad,Punjab Kings,1254107,DA Warner,66.66666666666666
Sunrisers Hyderabad,Punjab Kings,1254107,JO Holder,165.51724137931035
Sunrisers Hyderabad,Punjab Kings,1254107,KM Jadhav,100.0
Sunrisers Hyderabad,Punjab Kings,1254107,KS Williamson,16.666666666666664
Sunrisers Hyderabad,Punjab Kings,1254107,MK Pandey,56.52173913043478
Sunrisers Hyderabad,Punjab Kings,1254107,P Kumar,100.0
Sunrisers Hyderabad,Punjab Kings,1254107,Rashid Khan,75.0
Sunrisers Hyderabad,Punjab Kings,1254107,WP Saha,94.73684210526315
Sunrisers Hyderabad,Rajasthan Royals,1254085,A Samad,133.33333333333331
Sunrisers Hyderabad,Rajasthan Royals,1254085,JM Bairstow,142.85714285714286
Sunrisers Hyderabad,Rajasthan Royals,1254085,KM Jadhav,105.0
Sunrisers Hyderabad,Rajasthan Royals,1254085,KS Williamson,95.45454545454545
Sunrisers Hyderabad,Rajasthan Royals,1254085,M Nabi,340.0
Sunrisers Hyderabad,Rajasthan Royals,1254085,MK Pandey,165.0
Sunrisers Hyderabad,Rajasthan Royals,1254085,P Kumar,140.0
Sunrisers Hyderabad,Rajasthan Royals,1254085,Rashid Khan,33.33333333333333
Sunrisers Hyderabad,Rajasthan Royals,1254085,Sandeep Sharma,133.33333333333331
Sunrisers Hyderabad,Rajasthan Royals,1254085,V Shankar,100.0
Sunrisers Hyderabad,Rajasthan Royals,1254100,Abhishek Sharma,141.1764705882353
Sunrisers Hyderabad,Rajasthan Royals,1254100,Jason Roy,166.66666666666669
Sunrisers Hyderabad,Rajasthan Royals,1254100,KS Williamson,125.5813953488372
Sunrisers Hyderabad,Rajasthan Royals,1254100,P Garg,0.0
Sunrisers Hyderabad,Rajasthan Royals,1254100,WP Saha,158.33333333333331
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,A Samad,0.0
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,DA Warner,143.5897435897436
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,JM Bairstow,107.6923076923077
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,JO Holder,100.0
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,MK Pandey,102.56410256410255
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,P Kumar,100.0
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,Rashid Khan,225.0
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,S Nadeem,0.0
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,V Shankar,60.0
Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,WP Saha,55.55555555555556
