,battingteam,bowlingteam,matchid,batsmanname,total_runs,duck,Sixes,Fours,balls,Fifties,hundreds,dreamll_score
184,Kolkata Knight Riders,Delhi Capitals,1254082,PJ Cummins,16,0,0.0,2.0,14,0,0,22.0
185,Kolkata Knight Riders,Delhi Capitals,1254082,RA Tripathi,19,0,0.0,2.0,17,0,0,25.0
90,Delhi Capitals,Kolkata Knight Riders,1254082,S Dhawan,48,0,1.0,4.0,48,0,0,58.0
186,Kolkata Knight Riders,Delhi Capitals,1254082,SP Narine,0,1,0.0,0.0,1,0,0,2.0
87,Delhi Capitals,Kolkata Knight Riders,1254082,MP Stoinis,6,0,0.0,1.0,3,0,0,11.0
89,Delhi Capitals,Kolkata Knight Riders,1254082,RR Pant,16,0,1.0,2.0,8,0,0,24.0
187,Kolkata Knight Riders,Delhi Capitals,1254082,Shubman Gill,44,0,1.0,3.0,38,0,0,53.0
88,Delhi Capitals,Kolkata Knight Riders,1254082,PP Shaw,86,0,3.0,11.0,42,1,0,115.0
424,Punjab Kings,Royal Challengers Bangalore,1254083,DJ Hooda,5,0,0.0,0.0,9,0,0,9.0
423,Punjab Kings,Royal Challengers Bangalore,1254083,CH Gayle,47,0,2.0,6.0,25,0,0,61.0
426,Punjab Kings,Royal Challengers Bangalore,1254083,KL Rahul,93,0,5.0,7.0,57,1,0,122.0
427,Punjab Kings,Royal Challengers Bangalore,1254083,N Pooran,1,0,0.0,0.0,3,0,0,5.0
428,Punjab Kings,Royal Challengers Bangalore,1254083,Prabhsimran Singh,7,0,0.0,1.0,7,0,0,12.0
429,Punjab Kings,Royal Challengers Bangalore,1254083,Shahrukh Khan,0,1,0.0,0.0,3,0,0,2.0
425,Punjab Kings,Royal Challengers Bangalore,1254083,H Brar,26,0,2.0,1.0,17,0,0,35.0
618,Royal Challengers Bangalore,Punjab Kings,1254083,S Ahmed,9,0,0.0,1.0,11,0,0,14.0
613,Royal Challengers Bangalore,Punjab Kings,1254083,GJ Maxwell,0,1,0.0,0.0,1,0,0,2.0
619,Royal Challengers Bangalore,Punjab Kings,1254083,V Kohli,37,0,1.0,3.0,34,0,0,46.0
617,Royal Challengers Bangalore,Punjab Kings,1254083,Rajat Patidar,37,0,1.0,2.0,32,0,0,45.0
616,Royal Challengers Bangalore,Punjab Kings,1254083,M Siraj,0,1,0.0,0.0,1,0,0,2.0
615,Royal Challengers Bangalore,Punjab Kings,1254083,Kyle Jamieson,18,0,1.0,1.0,11,0,0,25.0
612,Royal Challengers Bangalore,Punjab Kings,1254083,Devdutt Padikkal,7,0,1.0,0.0,6,0,0,13.0
611,Royal Challengers Bangalore,Punjab Kings,1254083,D Sams,3,0,0.0,0.0,4,0,0,7.0
610,Royal Challengers Bangalore,Punjab Kings,1254083,AB de Villiers,3,0,0.0,0.0,9,0,0,7.0
614,Royal Challengers Bangalore,Punjab Kings,1254083,HV Patel,31,0,2.0,3.0,13,0,0,42.0
259,Mumbai Indians,Chennai Super Kings,1254084,JDS Neesham,0,1,0.0,0.0,1,0,0,2.0
260,Mumbai Indians,Chennai Super Kings,1254084,KA Pollard,92,0,8.0,6.0,36,1,0,126.0
28,Chennai Super Kings,Mumbai Indians,1254084,Suresh Raina,2,0,0.0,0.0,4,0,0,6.0
258,Mumbai Indians,Chennai Super Kings,1254084,HH Pandya,16,0,2.0,0.0,7,0,0,24.0
27,Chennai Super Kings,Mumbai Indians,1254084,RA Jadeja,28,0,0.0,2.0,25,0,0,34.0
261,Mumbai Indians,Chennai Super Kings,1254084,KH Pandya,32,0,2.0,2.0,23,0,0,42.0
25,Chennai Super Kings,Mumbai Indians,1254084,F du Plessis,50,0,4.0,2.0,28,1,0,72.0
262,Mumbai Indians,Chennai Super Kings,1254084,Q de Kock,39,0,1.0,4.0,29,0,0,49.0
23,Chennai Super Kings,Mumbai Indians,1254084,AS Raut,4,0,0.0,1.0,4,0,0,9.0
263,Mumbai Indians,Chennai Super Kings,1254084,RG Sharma,37,0,1.0,4.0,25,0,0,47.0
264,Mumbai Indians,Chennai Super Kings,1254084,SA Yadav,3,0,0.0,0.0,3,0,0,7.0
26,Chennai Super Kings,Mumbai Indians,1254084,MM Ali,60,0,5.0,5.0,36,1,0,87.0
24,Chennai Super Kings,Mumbai Indians,1254084,AT Rayudu,74,0,6.0,4.0,26,1,0,102.0
718,Sunrisers Hyderabad,Rajasthan Royals,1254085,KM Jadhav,21,0,1.0,0.0,20,0,0,27.0
717,Sunrisers Hyderabad,Rajasthan Royals,1254085,JM Bairstow,30,0,1.0,4.0,21,0,0,40.0
538,Rajasthan Royals,Sunrisers Hyderabad,1254085,DA Miller,7,0,1.0,0.0,3,0,0,13.0
719,Sunrisers Hyderabad,Rajasthan Royals,1254085,KS Williamson,21,0,0.0,1.0,22,0,0,26.0
720,Sunrisers Hyderabad,Rajasthan Royals,1254085,M Nabi,17,0,2.0,1.0,5,0,0,26.0
721,Sunrisers Hyderabad,Rajasthan Royals,1254085,MK Pandey,33,0,2.0,3.0,20,0,0,44.0
539,Rajasthan Royals,Sunrisers Hyderabad,1254085,JC Buttler,131,0,7.0,11.0,65,1,1,184.0
540,Rajasthan Royals,Sunrisers Hyderabad,1254085,R Parag,15,0,1.0,0.0,8,0,0,21.0
541,Rajasthan Royals,Sunrisers Hyderabad,1254085,SV Samson,51,0,2.0,4.0,34,1,0,71.0
542,Rajasthan Royals,Sunrisers Hyderabad,1254085,Yashasvi Jaiswal,16,0,0.0,3.0,13,0,0,23.0
722,Sunrisers Hyderabad,Rajasthan Royals,1254085,P Kumar,14,0,0.0,2.0,10,0,0,20.0
723,Sunrisers Hyderabad,Rajasthan Royals,1254085,Rashid Khan,1,0,0.0,0.0,3,0,0,5.0
724,Sunrisers Hyderabad,Rajasthan Royals,1254085,Sandeep Sharma,8,0,0.0,1.0,6,0,0,13.0
716,Sunrisers Hyderabad,Rajasthan Royals,1254085,A Samad,12,0,1.0,0.0,9,0,0,18.0
725,Sunrisers Hyderabad,Rajasthan Royals,1254085,V Shankar,8,0,0.0,1.0,8,0,0,13.0
380,Punjab Kings,Delhi Capitals,1254086,Prabhsimran Singh,12,0,1.0,0.0,16,0,0,18.0
381,Punjab Kings,Delhi Capitals,1254086,Shahrukh Khan,4,0,0.0,0.0,5,0,0,8.0
379,Punjab Kings,Delhi Capitals,1254086,MA Agarwal,99,0,4.0,8.0,58,1,0,127.0
123,Delhi Capitals,Punjab Kings,1254086,RR Pant,14,0,1.0,1.0,11,0,0,21.0
378,Punjab Kings,Delhi Capitals,1254086,H Brar,8,0,0.0,1.0,3,0,0,13.0
377,Punjab Kings,Delhi Capitals,1254086,Dawid Malan,27,0,1.0,1.0,26,0,0,34.0
376,Punjab Kings,Delhi Capitals,1254086,DJ Hooda,1,0,0.0,0.0,1,0,0,5.0
126,Delhi Capitals,Punjab Kings,1254086,SPD Smith,25,0,0.0,1.0,22,0,0,30.0
125,Delhi Capitals,Punjab Kings,1254086,SO Hetmyer,18,0,2.0,1.0,4,0,0,27.0
124,Delhi Capitals,Punjab Kings,1254086,S Dhawan,71,0,2.0,6.0,47,1,0,93.0
122,Delhi Capitals,Punjab Kings,1254086,PP Shaw,39,0,3.0,3.0,22,0,0,52.0
375,Punjab Kings,Delhi Capitals,1254086,CJ Jordan,2,0,0.0,0.0,3,0,0,6.0
374,Punjab Kings,Delhi Capitals,1254086,CH Gayle,13,0,1.0,1.0,9,0,0,20.0
581,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,AB de Villiers,0,1,0.0,0.0,1,0,0,2.0
589,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,V Kohli,6,0,0.0,1.0,5,0,0,11.0
582,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Devdutt Padikkal,22,0,0.0,3.0,20,0,0,29.0
587,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Sachin Baby,8,0,0.0,0.0,17,0,0,12.0
586,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,M Siraj,8,0,0.0,1.0,10,0,0,13.0
583,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,GJ Maxwell,10,0,0.0,0.0,17,0,0,14.0
588,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Srikar Bharat,18,0,0.0,1.0,17,0,0,23.0
590,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Wanindu Hasaranga de Silva,0,1,0.0,0.0,1,0,0,2.0
243,Kolkata Knight Riders,Royal Challengers Bangalore,1254087,Shubman Gill,52,0,1.0,6.0,35,1,0,72.0
584,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,HV Patel,12,0,0.0,2.0,10,0,0,18.0
591,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,YS Chahal,3,0,0.0,0.0,6,0,0,7.0
244,Kolkata Knight Riders,Royal Challengers Bangalore,1254087,Venkatesh Iyer,42,0,1.0,7.0,27,0,0,55.0
585,Royal Challengers Bangalore,Kolkata Knight Riders,1254087,Kyle Jamieson,5,0,0.0,0.0,12,0,0,9.0
58,Chennai Super Kings,Rajasthan Royals,1254089,RA Jadeja,34,0,1.0,4.0,15,0,0,44.0
467,Rajasthan Royals,Chennai Super Kings,1254089,Glenn Phillips,15,0,1.0,1.0,8,0,0,22.0
466,Rajasthan Royals,Chennai Super Kings,1254089,Evin Lewis,27,0,2.0,2.0,12,0,0,37.0
59,Chennai Super Kings,Rajasthan Royals,1254089,Suresh Raina,3,0,0.0,0.0,5,0,0,7.0
469,Rajasthan Royals,Chennai Super Kings,1254089,SV Samson,29,0,0.0,4.0,24,0,0,37.0
470,Rajasthan Royals,Chennai Super Kings,1254089,Yashasvi Jaiswal,50,0,3.0,6.0,21,1,0,74.0
55,Chennai Super Kings,Rajasthan Royals,1254089,AT Rayudu,2,0,0.0,0.0,4,0,0,6.0
57,Chennai Super Kings,Rajasthan Royals,1254089,MM Ali,22,0,1.0,1.0,18,0,0,29.0
56,Chennai Super Kings,Rajasthan Royals,1254089,F du Plessis,25,0,1.0,2.0,19,0,0,33.0
468,Rajasthan Royals,Chennai Super Kings,1254089,S Dube,69,0,4.0,4.0,43,1,0,93.0
54,Chennai Super Kings,Rajasthan Royals,1254089,AS Raut,103,0,5.0,9.0,61,1,1,150.0
624,Royal Challengers Bangalore,Punjab Kings,1254090,George Garton,0,1,0.0,0.0,1,0,0,2.0
623,Royal Challengers Bangalore,Punjab Kings,1254090,GJ Maxwell,61,0,4.0,3.0,33,1,0,84.0
622,Royal Challengers Bangalore,Punjab Kings,1254090,Devdutt Padikkal,43,0,2.0,4.0,38,0,0,55.0
621,Royal Challengers Bangalore,Punjab Kings,1254090,Dan Christian,0,1,0.0,0.0,1,0,0,2.0
620,Royal Challengers Bangalore,Punjab Kings,1254090,AB de Villiers,24,0,2.0,1.0,18,0,0,33.0
436,Punjab Kings,Royal Challengers Bangalore,1254090,SN Khan,0,1,0.0,0.0,1,0,0,2.0
435,Punjab Kings,Royal Challengers Bangalore,1254090,N Pooran,3,0,0.0,0.0,7,0,0,7.0
430,Punjab Kings,Royal Challengers Bangalore,1254090,Aiden Markram,20,0,1.0,2.0,14,0,0,28.0
625,Royal Challengers Bangalore,Punjab Kings,1254090,HV Patel,1,0,0.0,0.0,1,0,0,5.0
626,Royal Challengers Bangalore,Punjab Kings,1254090,S Ahmed,8,0,1.0,0.0,4,0,0,14.0
627,Royal Challengers Bangalore,Punjab Kings,1254090,V Kohli,27,0,1.0,2.0,25,0,0,35.0
431,Punjab Kings,Royal Challengers Bangalore,1254090,H Brar,3,0,0.0,0.0,2,0,0,7.0
437,Punjab Kings,Royal Challengers Bangalore,1254090,Shahrukh Khan,17,0,1.0,1.0,11,0,0,24.0
432,Punjab Kings,Royal Challengers Bangalore,1254090,KL Rahul,40,0,2.0,1.0,35,0,0,49.0
434,Punjab Kings,Royal Challengers Bangalore,1254090,Moises Henriques,12,0,1.0,0.0,9,0,0,18.0
433,Punjab Kings,Royal Challengers Bangalore,1254090,MA Agarwal,63,0,2.0,6.0,44,1,0,85.0
81,Chennai Super Kings,Sunrisers Hyderabad,1254091,MS Dhoni,15,0,1.0,1.0,12,0,0,22.0
80,Chennai Super Kings,Sunrisers Hyderabad,1254091,MM Ali,17,0,0.0,2.0,17,0,0,23.0
79,Chennai Super Kings,Sunrisers Hyderabad,1254091,F du Plessis,41,0,2.0,3.0,36,0,0,52.0
78,Chennai Super Kings,Sunrisers Hyderabad,1254091,AT Rayudu,17,0,1.0,1.0,13,0,0,24.0
77,Chennai Super Kings,Sunrisers Hyderabad,1254091,AS Raut,46,0,2.0,4.0,38,0,0,58.0
655,Sunrisers Hyderabad,Chennai Super Kings,1254091,Rashid Khan,18,0,0.0,2.0,13,0,0,24.0
82,Chennai Super Kings,Sunrisers Hyderabad,1254091,Suresh Raina,3,0,0.0,0.0,4,0,0,7.0
648,Sunrisers Hyderabad,Chennai Super Kings,1254091,A Samad,18,0,1.0,1.0,14,0,0,25.0
649,Sunrisers Hyderabad,Chennai Super Kings,1254091,Abhishek Sharma,19,0,1.0,1.0,13,0,0,26.0
650,Sunrisers Hyderabad,Chennai Super Kings,1254091,JO Holder,5,0,0.0,0.0,5,0,0,9.0
652,Sunrisers Hyderabad,Chennai Super Kings,1254091,KS Williamson,12,0,0.0,2.0,11,0,0,18.0
653,Sunrisers Hyderabad,Chennai Super Kings,1254091,P Garg,8,0,0.0,0.0,11,0,0,12.0
654,Sunrisers Hyderabad,Chennai Super Kings,1254091,P Kumar,2,0,0.0,0.0,2,0,0,6.0
656,Sunrisers Hyderabad,Chennai Super Kings,1254091,WP Saha,46,0,2.0,1.0,45,0,0,55.0
651,Sunrisers Hyderabad,Chennai Super Kings,1254091,Jason Roy,6,0,0.0,1.0,7,0,0,11.0
97,Delhi Capitals,Kolkata Knight Riders,1254092,RR Pant,41,0,0.0,3.0,37,0,0,48.0
95,Delhi Capitals,Kolkata Knight Riders,1254092,L Yadav,0,1,0.0,0.0,3,0,0,2.0
94,Delhi Capitals,Kolkata Knight Riders,1254092,K Rabada,0,1,0.0,0.0,1,0,0,2.0
194,Kolkata Knight Riders,Delhi Capitals,1254092,Tim Southee,3,0,0.0,0.0,5,0,0,7.0
93,Delhi Capitals,Kolkata Knight Riders,1254092,Avesh Khan,5,0,0.0,1.0,3,0,0,10.0
92,Delhi Capitals,Kolkata Knight Riders,1254092,AR Patel,2,0,0.0,0.0,6,0,0,6.0
195,Kolkata Knight Riders,Delhi Capitals,1254092,Venkatesh Iyer,15,0,0.0,2.0,15,0,0,21.0
101,Delhi Capitals,Kolkata Knight Riders,1254092,SS Iyer,2,0,0.0,0.0,6,0,0,6.0
100,Delhi Capitals,Kolkata Knight Riders,1254092,SPD Smith,39,0,0.0,4.0,34,0,0,47.0
96,Delhi Capitals,Kolkata Knight Riders,1254092,R Ashwin,10,0,0.0,1.0,8,0,0,15.0
98,Delhi Capitals,Kolkata Knight Riders,1254092,S Dhawan,24,0,0.0,5.0,20,0,0,33.0
193,Kolkata Knight Riders,Delhi Capitals,1254092,Shubman Gill,30,0,2.0,1.0,33,0,0,39.0
188,Kolkata Knight Riders,Delhi Capitals,1254092,EJG Morgan,0,1,0.0,0.0,2,0,0,2.0
189,Kolkata Knight Riders,Delhi Capitals,1254092,KD Karthik,12,0,0.0,2.0,14,0,0,18.0
192,Kolkata Knight Riders,Delhi Capitals,1254092,SP Narine,21,0,2.0,1.0,10,0,0,30.0
191,Kolkata Knight Riders,Delhi Capitals,1254092,RA Tripathi,9,0,1.0,0.0,5,0,0,15.0
190,Kolkata Knight Riders,Delhi Capitals,1254092,N Rana,40,0,2.0,2.0,27,0,0,50.0
99,Delhi Capitals,Kolkata Knight Riders,1254092,SO Hetmyer,4,0,0.0,0.0,5,0,0,8.0
306,Mumbai Indians,Kolkata Knight Riders,1254096,Adam Milne,1,0,0.0,0.0,1,0,0,5.0
307,Mumbai Indians,Kolkata Knight Riders,1254096,Ishan Kishan,15,0,1.0,0.0,13,0,0,21.0
308,Mumbai Indians,Kolkata Knight Riders,1254096,KA Pollard,24,0,1.0,2.0,15,0,0,32.0
309,Mumbai Indians,Kolkata Knight Riders,1254096,KH Pandya,12,0,1.0,0.0,9,0,0,18.0
312,Mumbai Indians,Kolkata Knight Riders,1254096,SA Yadav,6,0,0.0,0.0,10,0,0,10.0
311,Mumbai Indians,Kolkata Knight Riders,1254096,RG Sharma,35,0,0.0,4.0,31,0,0,43.0
205,Kolkata Knight Riders,Mumbai Indians,1254096,EJG Morgan,7,0,1.0,0.0,8,0,0,13.0
206,Kolkata Knight Riders,Mumbai Indians,1254096,N Rana,5,0,0.0,1.0,2,0,0,10.0
208,Kolkata Knight Riders,Mumbai Indians,1254096,Shubman Gill,13,0,1.0,1.0,9,0,0,20.0
209,Kolkata Knight Riders,Mumbai Indians,1254096,Venkatesh Iyer,59,0,3.0,4.0,32,1,0,81.0
313,Mumbai Indians,Kolkata Knight Riders,1254096,SS Tiwary,5,0,0.0,1.0,2,0,0,10.0
310,Mumbai Indians,Kolkata Knight Riders,1254096,Q de Kock,57,0,3.0,4.0,42,1,0,79.0
207,Kolkata Knight Riders,Mumbai Indians,1254096,RA Tripathi,75,0,3.0,8.0,42,1,0,101.0
486,Rajasthan Royals,Delhi Capitals,1254097,Tabraiz Shamsi,2,0,0.0,0.0,4,0,0,6.0
144,Delhi Capitals,Rajasthan Royals,1254097,SS Iyer,45,0,2.0,1.0,32,0,0,54.0
485,Rajasthan Royals,Delhi Capitals,1254097,SV Samson,76,0,1.0,8.0,55,1,0,98.0
484,Rajasthan Royals,Delhi Capitals,1254097,R Tewatia,9,0,0.0,0.0,15,0,0,13.0
482,Rajasthan Royals,Delhi Capitals,1254097,MK Lomror,19,0,1.0,0.0,24,0,0,25.0
481,Rajasthan Royals,Delhi Capitals,1254097,Liam Livingstone,1,0,0.0,0.0,3,0,0,5.0
480,Rajasthan Royals,Delhi Capitals,1254097,DA Miller,7,0,0.0,0.0,10,0,0,11.0
487,Rajasthan Royals,Delhi Capitals,1254097,Yashasvi Jaiswal,5,0,0.0,0.0,4,0,0,9.0
483,Rajasthan Royals,Delhi Capitals,1254097,R Parag,2,0,0.0,0.0,7,0,0,6.0
138,Delhi Capitals,Rajasthan Royals,1254097,L Yadav,15,0,0.0,1.0,15,0,0,20.0
139,Delhi Capitals,Rajasthan Royals,1254097,PP Shaw,10,0,0.0,0.0,12,0,0,14.0
140,Delhi Capitals,Rajasthan Royals,1254097,R Ashwin,8,0,0.0,0.0,6,0,0,12.0
141,Delhi Capitals,Rajasthan Royals,1254097,RR Pant,24,0,0.0,2.0,24,0,0,30.0
142,Delhi Capitals,Rajasthan Royals,1254097,S Dhawan,8,0,0.0,1.0,8,0,0,13.0
143,Delhi Capitals,Rajasthan Royals,1254097,SO Hetmyer,29,0,0.0,5.0,17,0,0,38.0
137,Delhi Capitals,Rajasthan Royals,1254097,AR Patel,15,0,1.0,0.0,8,0,0,21.0
17,Chennai Super Kings,Kolkata Knight Riders,1254098,MM Ali,33,0,1.0,2.0,29,0,0,41.0
18,Chennai Super Kings,Kolkata Knight Riders,1254098,MS Dhoni,2,0,0.0,0.0,4,0,0,6.0
19,Chennai Super Kings,Kolkata Knight Riders,1254098,RA Jadeja,22,0,2.0,2.0,8,0,0,32.0
20,Chennai Super Kings,Kolkata Knight Riders,1254098,SM Curran,4,0,0.0,0.0,4,0,0,8.0
178,Kolkata Knight Riders,Chennai Super Kings,1254098,Shubman Gill,9,0,0.0,2.0,5,0,0,15.0
22,Chennai Super Kings,Kolkata Knight Riders,1254098,Suresh Raina,12,0,0.0,1.0,7,0,0,17.0
177,Kolkata Knight Riders,Chennai Super Kings,1254098,SP Narine,1,0,0.0,0.0,1,0,0,5.0
179,Kolkata Knight Riders,Chennai Super Kings,1254098,Venkatesh Iyer,19,0,0.0,3.0,16,0,0,26.0
16,Chennai Super Kings,Kolkata Knight Riders,1254098,F du Plessis,44,0,0.0,7.0,30,0,0,55.0
21,Chennai Super Kings,Kolkata Knight Riders,1254098,SN Thakur,3,0,0.0,0.0,2,0,0,7.0
175,Kolkata Knight Riders,Chennai Super Kings,1254098,N Rana,41,0,1.0,3.0,29,0,0,50.0
176,Kolkata Knight Riders,Chennai Super Kings,1254098,RA Tripathi,46,0,1.0,4.0,33,0,0,56.0
13,Chennai Super Kings,Kolkata Knight Riders,1254098,AS Raut,40,0,3.0,2.0,28,0,0,52.0
14,Chennai Super Kings,Kolkata Knight Riders,1254098,AT Rayudu,11,0,0.0,1.0,10,0,0,16.0
15,Chennai Super Kings,Kolkata Knight Riders,1254098,DL Chahar,1,0,0.0,0.0,1,0,0,5.0
172,Kolkata Knight Riders,Chennai Super Kings,1254098,AD Russell,20,0,1.0,2.0,15,0,0,28.0
