matchid,batsmanname,total_runs,duck,Sixes,Fours,balls,Fifties,hundreds,runs,dreamll_score
1254092,K Rabada,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254092,KD Karthik,12,0,0.0,2.0,14,0,0,0.0,2.0
1254092,L Yadav,0,1,0.0,0.0,3,0,0,0.0,-2.0
1254092,N Rana,40,0,2.0,2.0,27,0,0,20.0,26.0
1254092,R Ashwin,10,0,0.0,1.0,8,0,0,0.0,1.0
1254092,RA Tripathi,9,0,1.0,0.0,5,0,0,0.0,2.0
1254092,RR Pant,41,0,0.0,3.0,37,0,0,0.0,3.0
1254092,S Dhawan,24,0,0.0,5.0,20,0,0,0.0,5.0
1254092,SO Hetmyer,4,0,0.0,0.0,5,0,0,0.0,0.0
1254092,SP Narine,21,0,2.0,1.0,10,0,0,5.0,10.0
1254092,SPD Smith,39,0,0.0,4.0,34,0,0,0.0,4.0
1254092,SS Iyer,2,0,0.0,0.0,6,0,0,0.0,0.0
1254092,Shubman Gill,30,0,2.0,1.0,33,0,0,14.0,19.0
1254092,Tim Southee,3,0,0.0,0.0,5,0,0,0.0,0.0
1254092,Venkatesh Iyer,15,0,0.0,2.0,15,0,0,0.0,2.0
1254096,Adam Milne,1,0,0.0,0.0,1,0,0,0.0,0.0
1254096,EJG Morgan,7,0,1.0,0.0,8,0,0,0.0,2.0
1254096,Ishan Kishan,15,0,1.0,0.0,13,0,0,0.0,2.0
1254096,KA Pollard,24,0,1.0,2.0,15,0,0,10.0,14.0
1254096,KH Pandya,12,0,1.0,0.0,9,0,0,0.0,2.0
1254096,N Rana,5,0,0.0,1.0,2,0,0,0.0,1.0
1254096,Q de Kock,57,0,3.0,4.0,42,1,0,23.0,41.0
1254096,RA Tripathi,75,0,3.0,8.0,42,1,0,25.0,47.0
1254096,RG Sharma,35,0,0.0,4.0,31,0,0,0.0,4.0
1254096,SA Yadav,6,0,0.0,0.0,10,0,0,0.0,0.0
1254096,SS Tiwary,5,0,0.0,1.0,2,0,0,0.0,1.0
1254096,Shubman Gill,13,0,1.0,1.0,9,0,0,3.0,6.0
1254096,Venkatesh Iyer,59,0,3.0,4.0,32,1,0,25.0,43.0
1254097,AR Patel,15,0,1.0,0.0,8,0,0,0.0,2.0
1254097,DA Miller,7,0,0.0,0.0,10,0,0,0.0,0.0
1254097,L Yadav,15,0,0.0,1.0,15,0,0,0.0,1.0
1254097,Liam Livingstone,1,0,0.0,0.0,3,0,0,0.0,0.0
1254097,MK Lomror,19,0,1.0,0.0,24,0,0,0.0,2.0
1254097,PP Shaw,10,0,0.0,0.0,12,0,0,0.0,0.0
1254097,R Ashwin,8,0,0.0,0.0,6,0,0,0.0,0.0
1254097,R Parag,2,0,0.0,0.0,7,0,0,0.0,0.0
1254097,R Tewatia,9,0,0.0,0.0,15,0,0,0.0,0.0
1254097,RR Pant,24,0,0.0,2.0,24,0,0,0.0,2.0
1254097,S Dhawan,8,0,0.0,1.0,8,0,0,0.0,1.0
1254097,SO Hetmyer,29,0,0.0,5.0,17,0,0,0.0,5.0
1254097,SS Iyer,45,0,2.0,1.0,32,0,0,29.0,34.0
1254097,SV Samson,76,0,1.0,8.0,55,1,0,38.0,56.0
1254097,Tabraiz Shamsi,2,0,0.0,0.0,4,0,0,0.0,0.0
1254097,Yashasvi Jaiswal,5,0,0.0,0.0,4,0,0,0.0,0.0
1254098,AD Russell,20,0,1.0,2.0,15,0,0,6.0,10.0
1254098,AS Raut,40,0,3.0,2.0,28,0,0,14.0,22.0
1254098,AT Rayudu,11,0,0.0,1.0,10,0,0,0.0,1.0
1254098,DL Chahar,1,0,0.0,0.0,1,0,0,0.0,0.0
1254098,EJG Morgan,8,0,0.0,0.0,14,0,0,0.0,0.0
1254098,F du Plessis,44,0,0.0,7.0,30,0,0,0.0,7.0
1254098,KD Karthik,27,0,1.0,3.0,11,0,0,9.0,14.0
1254098,MM Ali,33,0,1.0,2.0,29,0,0,19.0,23.0
1254098,MS Dhoni,2,0,0.0,0.0,4,0,0,0.0,0.0
1254098,N Rana,41,0,1.0,3.0,29,0,0,23.0,28.0
1254098,RA Jadeja,22,0,2.0,2.0,8,0,0,2.0,8.0
1254098,RA Tripathi,46,0,1.0,4.0,33,0,0,24.0,30.0
1254098,SM Curran,4,0,0.0,0.0,4,0,0,0.0,0.0
1254098,SN Thakur,3,0,0.0,0.0,2,0,0,0.0,0.0
1254098,SP Narine,1,0,0.0,0.0,1,0,0,0.0,0.0
1254098,Shubman Gill,9,0,0.0,2.0,5,0,0,0.0,2.0
1254098,Suresh Raina,12,0,0.0,1.0,7,0,0,0.0,1.0
1254098,Venkatesh Iyer,19,0,0.0,3.0,16,0,0,0.0,3.0
1254099,Aiden Markram,43,0,0.0,6.0,30,0,0,0.0,6.0
1254099,CH Gayle,1,0,0.0,0.0,4,0,0,0.0,0.0
1254099,DJ Hooda,29,0,1.0,1.0,26,0,0,19.0,22.0
1254099,H Brar,16,0,0.0,0.0,19,0,0,0.0,0.0
1254099,HH Pandya,40,0,2.0,4.0,30,0,0,12.0,20.0
1254099,KA Pollard,16,0,1.0,1.0,8,0,0,6.0,9.0
1254099,KL Rahul,22,0,0.0,2.0,23,0,0,0.0,2.0
1254099,Mandeep Singh,16,0,0.0,2.0,14,0,0,0.0,2.0
1254099,N Pooran,2,0,0.0,0.0,3,0,0,0.0,0.0
1254099,Nathan Ellis,6,0,0.0,0.0,4,0,0,0.0,0.0
1254099,Q de Kock,28,0,0.0,2.0,29,0,0,0.0,2.0
1254099,RG Sharma,8,0,0.0,1.0,10,0,0,0.0,1.0
1254099,SA Yadav,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254099,SS Tiwary,45,0,2.0,3.0,37,0,0,21.0,28.0
1254100,Abhishek Sharma,24,0,1.0,1.0,17,0,0,14.0,17.0
1254100,Evin Lewis,6,0,0.0,1.0,4,0,0,0.0,1.0
1254100,Jason Roy,70,0,1.0,10.0,42,1,0,24.0,44.0
1254100,KS Williamson,54,0,1.0,5.0,43,1,0,28.0,43.0
1254100,Liam Livingstone,4,0,0.0,0.0,6,0,0,0.0,0.0
1254100,MK Lomror,31,0,1.0,1.0,29,0,0,21.0,24.0
1254100,P Garg,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254100,R Parag,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254100,R Tewatia,1,0,0.0,0.0,1,0,0,0.0,0.0
1254100,SV Samson,86,0,3.0,7.0,58,1,0,40.0,61.0
1254100,WP Saha,19,0,1.0,2.0,12,0,0,5.0,9.0
1254100,Yashasvi Jaiswal,36,0,1.0,5.0,23,0,0,10.0,17.0
1254102,Aiden Markram,20,0,1.0,0.0,16,0,0,0.0,2.0
1254102,DJ Hooda,3,0,0.0,0.0,4,0,0,0.0,0.0
1254102,EJG Morgan,2,0,0.0,0.0,2,0,0,0.0,0.0
1254102,KD Karthik,12,0,0.0,0.0,11,0,0,0.0,0.0
1254102,KL Rahul,69,0,2.0,4.0,56,1,0,41.0,57.0
1254102,MA Agarwal,42,0,3.0,3.0,27,0,0,12.0,21.0
1254102,N Pooran,12,0,1.0,0.0,7,0,0,0.0,2.0
1254102,N Rana,31,0,2.0,2.0,18,0,0,11.0,17.0
1254102,RA Tripathi,35,0,1.0,3.0,27,0,0,17.0,22.0
1254102,SP Narine,4,0,0.0,0.0,3,0,0,0.0,0.0
1254102,Shahrukh Khan,22,0,2.0,1.0,9,0,0,6.0,11.0
1254102,Shubman Gill,8,0,0.0,1.0,7,0,0,0.0,1.0
1254102,Tim Seifert,5,0,0.0,0.0,5,0,0,0.0,0.0
1254102,Venkatesh Iyer,68,0,1.0,9.0,49,1,0,26.0,45.0
1254103,AB de Villiers,4,0,0.0,1.0,1,0,0,0.0,1.0
1254103,CH Morris,15,0,0.0,2.0,11,0,0,0.0,2.0
1254103,Chetan Sakariya,2,0,0.0,0.0,2,0,0,0.0,0.0
1254103,Devdutt Padikkal,28,0,0.0,4.0,19,0,0,0.0,4.0
1254103,Evin Lewis,59,0,3.0,5.0,38,1,0,21.0,40.0
1254103,GJ Maxwell,52,0,1.0,6.0,31,1,0,22.0,38.0
1254103,K Tyagi,1,0,0.0,0.0,1,0,0,0.0,0.0
1254103,Liam Livingstone,7,0,0.0,0.0,9,0,0,0.0,0.0
1254103,MK Lomror,4,0,0.0,0.0,5,0,0,0.0,0.0
1254103,R Parag,9,0,0.0,0.0,16,0,0,0.0,0.0
1254103,R Tewatia,2,0,0.0,0.0,3,0,0,0.0,0.0
1254103,SV Samson,19,0,2.0,0.0,15,0,0,0.0,4.0
1254103,Srikar Bharat,44,0,1.0,3.0,35,0,0,26.0,31.0
1254103,V Kohli,25,0,0.0,4.0,20,0,0,0.0,4.0
1254103,Yashasvi Jaiswal,31,0,2.0,3.0,22,0,0,7.0,14.0
1254104,A Singh,16,0,1.0,2.0,14,0,0,2.0,6.0
1254104,AS Raut,90,0,4.0,9.0,58,1,0,30.0,55.0
1254104,AT Rayudu,1,0,0.0,0.0,3,0,0,0.0,0.0
1254104,Adam Milne,17,0,1.0,0.0,15,0,0,0.0,2.0
1254104,DJ Bravo,24,0,3.0,0.0,9,0,0,0.0,6.0
1254104,F du Plessis,0,1,0.0,0.0,3,0,0,0.0,-2.0
1254104,Ishan Kishan,11,0,0.0,1.0,10,0,0,0.0,1.0
1254104,JJ Bumrah,1,0,0.0,0.0,2,0,0,0.0,0.0
1254104,KA Pollard,16,0,1.0,1.0,14,0,0,6.0,9.0
1254104,KH Pandya,4,0,0.0,0.0,5,0,0,0.0,0.0
1254104,MM Ali,0,1,0.0,0.0,3,0,0,0.0,-2.0
1254104,MS Dhoni,3,0,0.0,0.0,5,0,0,0.0,0.0
1254104,Q de Kock,17,0,0.0,3.0,12,0,0,0.0,3.0
1254104,RA Jadeja,33,0,0.0,2.0,36,0,0,0.0,2.0
1254104,RD Chahar,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254104,SA Yadav,3,0,0.0,0.0,7,0,0,0.0,0.0
1254104,SN Thakur,1,0,0.0,0.0,1,0,0,0.0,0.0
1254104,SS Tiwary,51,0,0.0,5.0,41,1,0,0.0,13.0
1254104,Suresh Raina,4,0,0.0,1.0,6,0,0,0.0,1.0
1254105,A Samad,28,0,1.0,2.0,21,0,0,14.0,18.0
1254105,DA Warner,0,1,0.0,0.0,3,0,0,0.0,-2.0
1254105,JO Holder,11,0,1.0,0.0,9,0,0,0.0,2.0
1254105,KM Jadhav,3,0,0.0,0.0,8,0,0,0.0,0.0
1254105,KS Williamson,25,0,0.0,2.0,25,0,0,0.0,2.0
1254105,MK Pandey,17,0,0.0,1.0,16,0,0,0.0,1.0
1254105,P Kumar,7,0,0.0,1.0,4,0,0,0.0,1.0
1254105,PP Shaw,11,0,0.0,2.0,8,0,0,0.0,2.0
1254105,RR Pant,37,0,2.0,3.0,21,0,0,13.0,20.0
1254105,Rashid Khan,23,0,1.0,2.0,18,0,0,9.0,13.0
1254105,S Dhawan,42,0,1.0,6.0,37,0,0,12.0,20.0
1254105,SS Iyer,49,0,2.0,2.0,42,0,0,29.0,35.0
1254105,Sandeep Sharma,1,0,0.0,0.0,1,0,0,0.0,0.0
1254105,WP Saha,19,0,1.0,2.0,17,0,0,5.0,9.0
1254107,A Samad,1,0,0.0,0.0,2,0,0,0.0,0.0
1254107,Aiden Markram,29,0,0.0,2.0,32,0,0,0.0,2.0
1254107,CH Gayle,16,0,0.0,1.0,17,0,0,0.0,1.0
1254107,DA Warner,2,0,0.0,0.0,3,0,0,0.0,0.0
1254107,DJ Hooda,13,0,0.0,1.0,10,0,0,0.0,1.0
1254107,H Brar,20,0,0.0,1.0,19,0,0,0.0,1.0
1254107,JO Holder,48,0,5.0,0.0,29,0,0,0.0,10.0
1254107,KL Rahul,21,0,0.0,3.0,21,0,0,0.0,3.0
1254107,KM Jadhav,12,0,0.0,0.0,12,0,0,0.0,0.0
1254107,KS Williamson,1,0,0.0,0.0,6,0,0,0.0,0.0
1254107,MA Agarwal,5,0,0.0,0.0,6,0,0,0.0,0.0
1254107,MK Pandey,13,0,0.0,1.0,23,0,0,0.0,1.0
1254107,N Pooran,8,0,1.0,0.0,4,0,0,0.0,2.0
1254107,Nathan Ellis,13,0,1.0,0.0,12,0,0,0.0,2.0
1254107,P Kumar,4,0,0.0,0.0,4,0,0,0.0,0.0
1254107,Rashid Khan,3,0,0.0,0.0,4,0,0,0.0,0.0
1254107,WP Saha,36,0,0.0,1.0,38,0,0,0.0,1.0
1254108,AB de Villiers,12,0,1.0,1.0,7,0,0,2.0,5.0
1254108,Adam Milne,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254108,Dan Christian,1,0,0.0,0.0,3,0,0,0.0,0.0
1254108,Devdutt Padikkal,0,1,0.0,0.0,4,0,0,0.0,-2.0
1254108,GJ Maxwell,60,0,3.0,6.0,37,1,0,18.0,38.0
1254108,HH Pandya,4,0,0.0,0.0,7,0,0,0.0,0.0
1254108,Ishan Kishan,9,0,0.0,1.0,12,0,0,0.0,1.0
1254108,JJ Bumrah,5,0,0.0,1.0,6,0,0,0.0,1.0
1254108,KA Pollard,7,0,0.0,0.0,10,0,0,0.0,0.0
1254108,KH Pandya,6,0,0.0,0.0,11,0,0,0.0,0.0
1254108,Kyle Jamieson,2,0,0.0,0.0,2,0,0,0.0,0.0
1254108,Q de Kock,25,0,0.0,4.0,23,0,0,0.0,4.0
1254108,RD Chahar,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254108,RG Sharma,46,0,1.0,5.0,27,0,0,20.0,27.0
1254108,S Ahmed,1,0,0.0,0.0,3,0,0,0.0,0.0
1254108,SA Yadav,9,0,0.0,0.0,9,0,0,0.0,0.0
1254108,Srikar Bharat,34,0,2.0,2.0,25,0,0,14.0,20.0
1254108,TA Boult,0,1,0.0,0.0,3,0,0,0.0,-2.0
1254108,V Kohli,55,0,3.0,3.0,43,1,0,25.0,42.0
1254109,A Samad,25,0,3.0,0.0,18,0,0,0.0,6.0
1254109,Abhishek Sharma,6,0,0.0,0.0,10,0,0,0.0,0.0
1254109,EJG Morgan,2,0,0.0,0.0,2,0,0,0.0,0.0
1254109,JO Holder,4,0,0.0,0.0,9,0,0,0.0,0.0
1254109,Jason Roy,11,0,0.0,2.0,12,0,0,0.0,2.0
1254109,KD Karthik,18,0,0.0,3.0,12,0,0,0.0,3.0
1254109,KS Williamson,26,0,0.0,4.0,21,0,0,0.0,4.0
1254109,N Rana,27,0,0.0,3.0,33,0,0,0.0,3.0
1254109,P Garg,21,0,1.0,0.0,31,0,0,0.0,2.0
1254109,P Kumar,7,0,0.0,0.0,7,0,0,0.0,0.0
1254109,RA Tripathi,7,0,0.0,1.0,6,0,0,0.0,1.0
1254109,Rashid Khan,8,0,0.0,1.0,6,0,0,0.0,1.0
1254109,S Kaul,7,0,0.0,1.0,5,0,0,0.0,1.0
1254109,Shubman Gill,57,0,0.0,10.0,51,1,0,0.0,18.0
1254109,Venkatesh Iyer,8,0,0.0,0.0,14,0,0,0.0,0.0
1254109,WP Saha,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254111,Aiden Markram,27,0,1.0,2.0,20,0,0,13.0,17.0
1254111,CH Morris,5,0,0.0,0.0,5,0,0,0.0,0.0
1254111,Chetan Sakariya,7,0,0.0,1.0,6,0,0,0.0,1.0
1254111,DJ Hooda,0,1,0.0,0.0,2,0,0,0.0,-2.0
1254111,Evin Lewis,37,0,1.0,7.0,21,0,0,3.0,12.0
1254111,F Allen,0,1,0.0,0.0,1,0,0,0.0,-2.0
1254111,K Tyagi,2,0,0.0,0.0,3,0,0,0.0,0.0
1254111,KL Rahul,52,0,2.0,4.0,35,1,0,24.0,40.0
1254111,Liam Livingstone,28,0,1.0,2.0,17,0,0,14.0,18.0
1254111,MA Agarwal,72,0,2.0,7.0,43,1,0,32.0,51.0
1254111,MK Lomror,44,0,4.0,2.0,18,0,0,12.0,22.0
1254111,N Pooran,32,0,2.0,1.0,22,0,0,16.0,21.0
1254111,R Parag,4,0,0.0,0.0,5,0,0,0.0,0.0
1254111,R Tewatia,3,0,0.0,0.0,6,0,0,0.0,0.0
1254111,SV Samson,4,0,0.0,0.0,5,0,0,0.0,0.0
1254111,Yashasvi Jaiswal,51,0,2.0,6.0,36,1,0,15.0,33.0
1254112,AR Patel,10,0,0.0,1.0,10,0,0,0.0,1.0
1254112,AS Yadav,11,0,1.0,1.0,4,0,0,1.0,4.0
1254112,HH Pandya,18,0,0.0,2.0,18,0,0,0.0,2.0
1254112,JJ Bumrah,1,0,0.0,0.0,1,0,0,0.0,0.0
1254112,KA Pollard,9,0,0.0,0.0,11,0,0,0.0,0.0
1254112,KH Pandya,13,0,1.0,1.0,15,0,0,3.0,6.0
1254112,NM Coulter-Nile,1,0,0.0,0.0,2,0,0,0.0,0.0
1254112,PP Shaw,6,0,0.0,1.0,7,0,0,0.0,1.0
1254112,Q de Kock,19,0,1.0,1.0,18,0,0,9.0,12.0
1254112,R Ashwin,20,0,1.0,0.0,21,0,0,0.0,2.0
1254112,RG Sharma,8,0,0.0,1.0,10,0,0,0.0,1.0
1254112,RR Pant,27,0,1.0,3.0,22,0,0,9.0,14.0
1254112,S Dhawan,8,0,1.0,0.0,7,0,0,0.0,2.0
1254112,SA Yadav,33,0,2.0,2.0,26,0,0,13.0,19.0
1254112,SO Hetmyer,15,0,0.0,2.0,8,0,0,0.0,2.0
1254112,SPD Smith,9,0,1.0,0.0,8,0,0,0.0,2.0
1254112,SS Iyer,37,0,0.0,2.0,35,0,0,0.0,2.0
1254112,SS Tiwary,16,0,0.0,1.0,19,0,0,0.0,1.0
1254113,AB de Villiers,13,0,1.0,0.0,11,0,0,0.0,2.0
1254113,AS Raut,39,0,1.0,4.0,26,0,0,17.0,23.0
1254113,AT Rayudu,33,0,1.0,3.0,22,0,0,15.0,20.0
1254113,Devdutt Padikkal,73,0,3.0,5.0,51,1,0,35.0,54.0
1254113,F du Plessis,32,0,2.0,2.0,26,0,0,12.0,18.0
1254113,GJ Maxwell,11,0,1.0,0.0,9,0,0,0.0,2.0
1254113,HV Patel,3,0,0.0,0.0,5,0,0,0.0,0.0
1254113,MM Ali,24,0,2.0,0.0,19,0,0,0.0,4.0
1254113,MS Dhoni,11,0,0.0,2.0,9,0,0,0.0,2.0
1254113,Suresh Raina,18,0,1.0,2.0,11,0,0,4.0,8.0
1254113,Tim David,1,0,0.0,0.0,3,0,0,0.0,0.0
1254113,V Kohli,54,0,1.0,6.0,41,1,0,24.0,40.0
1254113,Wanindu Hasaranga de Silva,1,0,0.0,0.0,1,0,0,0.0,0.0
